date,sentiment_mean,sentiment_std,post_count,sentiment_net,sentiment_diff,sentiment_activity
2021-09-14,0.23045684,0.55917215,107,35,0.4121386,107
2021-09-15,0.375515,0.5342469,46,24,0.70288527,46
2021-09-16,0.42152113,0.4943135,26,16,0.85273874,26
2021-09-17,0.44380337,0.40469962,29,25,1.0966214,29
2021-09-18,0.481891,0.37378544,5,5,1.2892147,5
2021-09-19,0.7294726,0.21011956,5,5,3.471686,5
2021-09-20,0.16439573,0.52890027,36,14,0.310825,36
2021-09-21,0.50020736,0.5228489,27,15,0.95669395,27
2021-09-22,0.28122756,0.4396312,32,20,0.63968825,32
2021-09-23,0.2508937,0.42159382,40,20,0.59510624,40
2021-09-24,0.40124828,0.6628247,10,6,0.60536015,10
2021-09-25,0.22681646,0.86255676,6,2,0.262958,6
2021-09-26,0.80821407,0.08828355,4,4,9.154649,4
2021-09-27,0.26895833,0.4522479,20,14,0.5947131,20
2021-09-28,0.28228486,0.5664836,25,11,0.49830982,25
2021-09-29,0.25603986,0.5932554,21,11,0.4315838,21
2021-09-30,0.4074821,0.42976615,14,10,0.94814616,14
2021-10-01,0.32524195,0.5711805,19,9,0.56941956,19
2021-10-02,0.36919594,0.6201156,6,4,0.59536535,6
2021-10-03,0.6079935,0.41131374,7,7,1.4781709,7
2021-10-04,0.2583322,0.49421307,28,16,0.5227131,28
2021-10-05,0.31405267,0.59530264,33,17,0.5275504,33
2021-10-06,0.44547057,0.40535805,17,13,1.098953,17
2021-10-07,0.21358791,0.6106779,19,5,0.34975484,19
2021-10-08,0.35022193,0.5877621,20,10,0.5958556,20
2021-10-09,0.43170005,0.4313354,5,3,1.000843,5
2021-10-10,0.67336774,0.20548953,2,2,3.2768798,2
2021-10-11,0.47727677,0.44531938,16,12,1.0717604,16
2021-10-12,0.41040695,0.43390548,33,29,0.9458419,33
2021-10-13,0.21622682,0.45901573,52,30,0.4710652,52
2021-10-14,0.32589328,0.6358683,31,15,0.51251614,31
2021-10-15,0.2631894,0.5830988,28,18,0.4513625,28
2021-10-17,0.32896632,0.6398512,5,3,0.51412857,5
2021-10-18,0.14798734,0.61913687,55,15,0.23902161,55
2021-10-19,0.021744838,0.63656265,41,1,0.034159724,41
2021-10-20,0.3412729,0.5714876,16,8,0.5971648,16
2021-10-21,0.27723548,0.45285717,34,24,0.6121905,34
2021-10-22,0.214444,0.4529944,48,30,0.4733911,48
2021-10-23,0.2577774,0.5863018,8,6,0.43966597,8
2021-10-24,0.49638808,0.4369153,13,9,1.136117,13
2021-10-25,0.33378914,0.5403165,37,17,0.6177648,37
2021-10-26,0.23240434,0.5387697,41,21,0.43136036,41
2021-10-27,0.09885076,0.61512995,36,10,0.16069871,36
2021-10-28,0.13299753,0.6186845,82,32,0.2149679,82
2021-10-29,0.23310483,0.5119995,119,61,0.45528242,119
2021-10-30,0.41724533,0.37078804,8,8,1.1252903,8
2021-10-31,0.44100505,0.62444645,8,6,0.7062324,8
2021-11-01,0.47527272,0.5953738,28,16,0.7982748,28
2021-11-02,0.4334021,0.47367865,31,23,0.9149687,31
2021-11-03,0.028919766,0.62057966,21,3,0.04660114,21
2021-11-04,0.40619966,0.5937524,29,19,0.68412185,29
2021-11-05,0.26723897,0.63741785,18,10,0.41925174,18
2021-11-06,0.05645422,0.8501532,8,0,0.06640468,8
2021-11-07,0.7971597,0.07241027,4,4,11.00878,4
2021-11-08,0.18238592,0.6252712,14,2,0.29169044,14
2021-11-09,0.43716305,0.49127322,19,15,0.88985544,19
2021-11-10,0.43708837,0.40613613,27,21,1.0762088,27
2021-11-11,0.12675351,0.7007253,17,1,0.18088874,17
2021-11-12,0.36864915,0.57499254,27,19,0.64113617,27
2021-11-13,0.5406002,0.39778987,6,4,1.3590059,6
2021-11-14,0.706427,0.23209295,5,5,3.0437114,5
2021-11-15,0.40214494,0.6343795,13,7,0.63391757,13
2021-11-16,0.16019636,0.6328118,29,11,0.2531497,29
2021-11-17,0.4094391,0.49741557,30,16,0.82313114,30
2021-11-18,0.22193697,0.604855,32,10,0.3669253,32
2021-11-19,0.41266254,0.53083754,44,26,0.7773786,44
2021-11-20,0.6378738,0.49413553,5,3,1.2908858,5
2021-11-21,0.63486207,0.34689373,5,5,1.8301288,5
2021-11-22,0.29074737,0.64336896,23,9,0.45191318,23
2021-11-23,0.14348121,0.4563091,25,13,0.31443793,25
2021-11-24,0.21603303,0.5560733,20,12,0.38849667,20
2021-11-25,0.28813756,0.61793905,6,2,0.46628723,6
2021-11-26,0.47568327,0.45193303,21,19,1.0525502,21
2021-11-27,0.22673853,0.78250176,4,0,0.28976068,4
2021-11-28,0.6009501,0.19125742,4,4,3.1420846,4
2021-11-29,0.27900046,0.5548474,18,8,0.5028409,18
2021-11-30,0.23452765,0.46648434,25,11,0.50275457,25
2021-12-01,0.092663966,0.6149668,30,8,0.150681,30
2021-12-02,0.13617474,0.5256962,60,18,0.25903645,60
2021-12-03,0.46529716,0.40005314,32,30,1.1630855,32
2021-12-04,0.7052381,0.26767847,6,6,2.6346364,6
2021-12-05,0.8390344,0.040341724,3,3,20.797665,3
2021-12-06,0.35555005,0.5321787,34,18,0.6681015,34
2021-12-07,0.11786906,0.5923301,49,7,0.19899184,49
2021-12-08,0.2011796,0.55711204,41,17,0.3611109,41
2021-12-09,0.30303696,0.5349117,33,21,0.56651664,33
2021-12-10,0.47053128,0.443352,21,15,1.0613016,21
2021-12-11,0.74020404,0.13902335,10,10,5.3242764,10
2021-12-12,0.40134618,0.70556957,7,3,0.568825,7
2021-12-13,0.26064992,0.5725491,56,20,0.45524386,56
2021-12-14,0.28168303,0.48332113,54,36,0.582806,54
2021-12-15,0.38002288,0.6137483,22,14,0.6191826,22
2021-12-16,0.2692259,0.465026,32,24,0.57894677,32
2021-12-17,0.4799881,0.36939076,28,24,1.2994012,28
2021-12-18,0.71752083,0.15497848,7,7,4.6297793,7
2021-12-19,0.21092293,0.47204342,7,3,0.44682854,7
2021-12-20,0.095008105,0.4991936,19,9,0.19032277,19
2021-12-21,0.2488759,0.62616295,28,10,0.39746124,28
2021-12-22,0.24076025,0.70080763,28,8,0.34354636,28
2021-12-23,0.38083634,0.5044282,15,11,0.7549847,15
2021-12-24,0.62171465,0.31085017,11,11,2.0000396,11
2021-12-26,0.19506742,0.7533165,3,1,0.25894448,3
2021-12-27,0.20792608,0.5776432,23,13,0.35995525,23
2021-12-28,0.14182527,0.57902926,49,17,0.24493586,49
2021-12-29,0.4259637,0.47447434,32,26,0.8977573,32
2021-12-30,0.31382704,0.5181078,28,20,0.60571647,28
2021-12-31,0.26473272,0.676246,13,5,0.3914734,13
2022-01-01,0.637116,0.4613694,6,4,1.3809209,6
2022-01-02,0.79967594,0.06724171,2,2,11.892381,2
2022-01-03,0.2840713,0.5994897,36,12,0.4738544,36
2022-01-04,0.2854289,0.69229645,38,20,0.4122923,38
2022-01-05,0.11338121,0.7115433,25,7,0.15934524,25
2022-01-06,0.42944247,0.617997,26,14,0.69489294,26
2022-01-07,0.424598,0.6053427,34,22,0.70141643,34
2022-01-08,0.6501851,0.42529652,4,4,1.5287771,4
2022-01-10,0.370306,0.5050351,33,21,0.7332267,33
2022-01-11,0.2005267,0.5922424,23,7,0.3385883,23
2022-01-12,0.42748612,0.52476966,38,28,0.81461513,38
2022-01-13,0.40283743,0.47988275,41,29,0.8394479,41
2022-01-14,0.29919314,0.6248099,25,13,0.47885388,25
2022-01-15,0.75327927,0.16592643,4,4,4.5398116,4
2022-01-16,0.7017481,0.07846677,3,3,8.943137,3
2022-01-17,0.68368644,0.25462785,15,15,2.6850312,15
2022-01-18,0.29621586,0.5436779,39,23,0.544836,39
2022-01-19,0.47268167,0.45874947,32,26,1.0303677,32
2022-01-20,0.3067234,0.5861506,39,23,0.52328336,39
2022-01-21,0.29759616,0.6308843,42,20,0.471712,42
2022-01-22,0.46466595,0.51568073,9,5,0.9010712,9
2022-01-23,0.46572676,0.57241637,10,8,0.81361395,10
2022-01-24,0.37028804,0.46363586,50,30,0.7986596,50
2022-01-25,0.4727577,0.46021634,36,26,1.0272487,36
2022-01-26,0.038931165,0.6396924,36,6,0.060859095,36
2022-01-27,0.08221915,0.6016173,54,6,0.13666332,54
2022-01-28,0.11550407,0.565402,83,21,0.20428628,83
2022-01-29,0.8859867,0.019734967,2,2,44.89198,2
2022-01-30,0.7538034,0.2589471,5,5,2.9110208,5
2022-01-31,0.5621283,0.52280885,43,31,1.075206,43
2022-02-01,0.4478982,0.6065582,38,24,0.73842454,38
2022-02-02,0.15253311,0.5306604,40,14,0.2874396,40
2022-02-03,0.19803508,0.59025997,63,33,0.33550426,63
2022-02-04,0.07558537,0.6316417,43,9,0.11966476,43
2022-02-05,0.7010174,0.31285253,7,7,2.2407205,7
2022-02-06,0.48685804,0.4904959,13,9,0.99258125,13
2022-02-07,0.40026546,0.5274096,40,24,0.7589257,40
2022-02-08,0.24567924,0.5883716,44,18,0.41755727,44
2022-02-09,0.12790291,0.64006394,47,19,0.19982801,47
2022-02-10,0.13251872,0.5873545,33,17,0.22561929,33
2022-02-11,0.16737336,0.64122,26,10,0.2610229,26
2022-02-12,0.7427281,0.11377708,4,4,6.527867,4
2022-02-13,0.41902056,0.4483484,6,4,0.93458486,6
2022-02-14,0.38042367,0.45608065,27,15,0.83411306,27
2022-02-15,0.32511708,0.6431026,21,11,0.5055439,21
2022-02-16,0.30223402,0.5451756,36,22,0.55437815,36
2022-02-17,0.35519952,0.5805978,37,23,0.6117813,37
2022-02-18,0.27207732,0.5266188,24,16,0.5166485,24
2022-02-19,0.49337882,0.48928308,4,2,1.0083688,4
2022-02-20,0.54632866,0.34436733,11,11,1.586466,11
2022-02-21,0.33221307,0.46882975,23,17,0.70859915,23
2022-02-22,0.48352432,0.43139064,23,19,1.1208477,23
2022-02-23,0.2383611,0.6703479,27,9,0.35557765,27
2022-02-24,0.12121496,0.62857586,27,9,0.19284032,27
2022-02-25,0.36461368,0.5971417,16,8,0.61059725,16
2022-02-26,0.72550046,0.16849242,5,5,4.305809,5
2022-02-27,0.42869893,0.43211272,8,4,0.99209744,8
2022-02-28,0.44402832,0.48935264,29,23,0.9073771,29
2022-03-01,0.021823596,0.56755704,30,10,0.038451742,30
2022-03-02,0.2715411,0.5549384,46,22,0.48931667,46
2022-03-03,0.2227762,0.58332574,32,18,0.38190636,32
2022-03-04,0.3478924,0.5143086,36,26,0.67642605,36
2022-03-05,0.6153924,0.3143858,7,7,1.957437,7
2022-03-06,0.75803757,0.0,1,1,758037.56,1
2022-03-07,0.3589433,0.43756855,42,32,0.8203114,42
2022-03-08,0.2559324,0.5468215,67,29,0.4680356,67
2022-03-09,0.2491538,0.6003413,39,15,0.41501954,39
2022-03-10,0.4059885,0.49598917,39,27,0.8185414,39
2022-03-11,0.44364688,0.47559753,29,21,0.932818,29
2022-03-12,0.5487916,0.5482516,9,7,1.000983,9
2022-03-13,0.6095018,0.27882734,3,3,2.185939,3
2022-03-14,0.28514063,0.4297316,41,29,0.66353035,41
2022-03-15,0.17621663,0.5983945,30,10,0.29448187,30
2022-03-16,0.2986244,0.4613638,24,14,0.64726305,24
2022-03-17,0.43147084,0.46783388,35,29,0.9222716,35
2022-03-18,0.33122095,0.6454317,24,10,0.51317656,24
2022-03-19,0.46157494,0.40079468,7,5,1.1516465,7
2022-03-20,0.55198145,0.34791243,7,7,1.5865482,7
2022-03-21,0.33651933,0.39231005,24,18,0.857787,24
2022-03-22,0.24625388,0.57518643,25,9,0.42812803,25
2022-03-23,0.36943588,0.5210147,29,17,0.7090686,29
2022-03-24,0.44907925,0.5461368,35,21,0.8222819,35
2022-03-25,0.1554782,0.5636753,36,16,0.27582887,36
2022-03-26,0.4623747,0.67715585,7,3,0.6828177,7
2022-03-27,0.44677186,0.16445473,4,4,2.7166696,4
2022-03-28,0.079956174,0.6062993,57,7,0.13187553,57
2022-03-29,0.30435595,0.5687909,32,18,0.5350919,32
2022-03-30,0.2003773,0.5780079,51,21,0.34666818,51
2022-03-31,0.3049836,0.55517095,39,25,0.5493498,39
2022-04-01,0.34290916,0.48292962,37,25,0.7100588,37
2022-04-02,0.5891339,0.42778152,6,6,1.3771808,6
2022-04-03,-0.03943015,0.67989033,7,-1,-0.05799478,7
2022-04-04,0.20733881,0.6183187,30,8,0.33532622,30
2022-04-05,0.4794393,0.44752198,23,15,1.0713177,23
2022-04-06,0.2567235,0.39976934,27,21,0.6421774,27
2022-04-07,0.50021833,0.4866708,23,15,1.027835,23
2022-04-08,0.20977792,0.5787272,26,4,0.3624809,26
2022-04-09,0.852759,0.0028437744,2,2,299.7633,2
2022-04-10,-0.043053836,0.831227,2,0,-0.051795457,2
2022-04-11,0.37427562,0.49490497,36,26,0.75625604,36
2022-04-12,0.53247666,0.3622804,31,31,1.4697875,31
2022-04-13,0.37986,0.513685,33,23,0.739479,33
2022-04-14,0.1258031,0.5652278,31,9,0.22257021,31
2022-04-15,0.52530813,0.38459563,13,11,1.3658677,13
2022-04-16,0.2975789,0.7334039,5,3,0.4057498,5
2022-04-18,0.44382548,0.45556954,24,18,0.974219,24
2022-04-19,0.25259793,0.5299165,29,15,0.47667402,29
2022-04-20,0.24297145,0.46152583,30,22,0.5264514,30
2022-04-21,0.3686739,0.52510065,31,19,0.70210004,31
2022-04-22,0.3405212,0.46464127,36,30,0.7328674,36
2022-04-23,-0.0981303,0.39950317,2,0,-0.24563022,2
2022-04-24,0.518046,0.38744146,5,5,1.3370914,5
2022-04-25,0.41938314,0.50221425,29,21,0.8350665,29
2022-04-26,0.30310723,0.5261214,47,29,0.5761154,47
2022-04-27,0.29997745,0.6135541,37,17,0.48891687,37
2022-04-28,-0.020042343,0.6460929,60,14,-0.03102079,60
2022-04-29,0.3104515,0.38141552,77,65,0.8139435,77
2022-04-30,0.5259033,0.7190038,9,5,0.7314322,9
2022-05-01,0.50726175,0.59494734,4,2,0.85261476,4
2022-05-02,0.18332377,0.5098925,44,30,0.35953343,44
2022-05-03,0.3917446,0.46524435,29,19,0.84201723,29
2022-05-04,0.142758,0.58967423,27,3,0.24209596,27
2022-05-05,0.37805375,0.36996195,20,16,1.0218692,20
2022-05-06,0.4026399,0.5039099,24,12,0.79902995,24
2022-05-07,0.74205,0.07896966,4,4,9.396528,4
2022-05-08,0.25682005,0.2588067,4,4,0.99231994,4
2022-05-09,0.323104,0.4291187,30,22,0.7529461,30
2022-05-10,0.301283,0.3976906,25,17,0.7575795,25
2022-05-11,0.23394877,0.4586918,24,12,0.51003367,24
2022-05-12,0.26905036,0.5412828,48,28,0.4970597,48
2022-05-13,0.32010642,0.5666061,39,27,0.564953,39
2022-05-14,0.4253182,0.37386578,6,6,1.1376196,6
2022-05-15,0.42096496,0.6356646,6,4,0.66224277,6
2022-05-16,0.49953616,0.46134195,19,17,1.082787,19
2022-05-17,0.27913398,0.6600389,26,12,0.4229047,26
2022-05-18,0.40902144,0.48196456,29,15,0.84865284,29
2022-05-19,0.27482688,0.5656672,33,15,0.48584464,33
2022-05-20,0.35059455,0.51282775,32,18,0.68364835,32
2022-05-21,-0.08779321,0.6754967,6,2,-0.12996818,6
2022-05-22,0.62346005,0.28915358,8,8,2.156148,8
2022-05-23,0.16092642,0.63816345,33,9,0.25217077,33
2022-05-24,0.29851645,0.47719848,30,20,0.62555903,30
2022-05-25,0.39381766,0.47452986,29,23,0.82990944,29
2022-05-26,0.1955052,0.6265962,44,16,0.31201097,44
2022-05-27,0.32205212,0.436585,24,16,0.73766017,24
2022-05-28,0.7361834,0.08790598,3,3,8.374573,3
2022-05-29,0.54865587,0.2868434,2,2,1.9127299,2
2022-05-30,0.52586526,0.3932683,10,8,1.3371632,10
2022-05-31,0.13305908,0.6316208,16,6,0.21066257,16
2022-06-01,0.25244597,0.63218963,19,5,0.39931935,19
2022-06-02,0.43056652,0.37358397,22,14,1.1525263,22
2022-06-03,0.29814607,0.41426915,31,23,0.71968997,31
2022-06-04,0.61437315,0.32511523,6,6,1.889703,6
2022-06-05,0.39483297,0.6784889,9,5,0.581929,9
2022-06-06,0.28252533,0.5867072,62,24,0.48154318,62
2022-06-07,0.3713779,0.46164575,64,40,0.8044633,64
2022-06-08,0.3132051,0.59572566,33,19,0.525753,33
2022-06-09,0.38122582,0.46607026,40,28,0.81795603,40
2022-06-10,0.41303518,0.4754151,48,34,0.86878663,48
2022-06-11,0.49987537,0.35419586,14,12,1.4112924,14
2022-06-12,0.79074574,0.16473977,7,7,4.7999396,7
2022-06-13,0.21676834,0.6034139,31,17,0.35923597,31
2022-06-14,0.2896042,0.5045571,42,20,0.5739759,42
2022-06-15,0.30915302,0.5043778,40,18,0.61293817,40
2022-06-16,0.3755283,0.43787593,17,13,0.85761154,17
2022-06-17,0.53197503,0.51371354,26,14,1.035546,26
2022-06-18,0.57353157,0.40745845,4,4,1.4075794,4
2022-06-19,0.39632097,0.38784808,12,12,1.0218432,12
2022-06-20,0.37932637,0.6152926,13,3,0.6164965,13
2022-06-21,0.20904182,0.61528385,28,8,0.33974802,28
2022-06-22,0.57822084,0.3986084,19,15,1.4505951,19
2022-06-23,0.4390584,0.4178448,28,22,1.0507665,28
2022-06-24,0.4941582,0.45106292,28,20,1.0955392,28
2022-06-25,0.21136607,0.4712688,6,4,0.44850332,6
2022-06-26,0.75972235,0.1409644,8,8,5.3894243,8
2022-06-27,0.48498017,0.3873219,30,26,1.252134,30
2022-06-28,0.30930322,0.494475,37,23,0.62551713,37
2022-06-29,0.39643812,0.52921104,39,25,0.74911016,39
2022-06-30,0.40106317,0.4086406,44,36,0.98145455,44
2022-07-01,0.3489363,0.5307673,35,17,0.6574173,35
2022-07-02,0.74043345,0.12813102,6,6,5.7786765,6
2022-07-03,0.7316737,0.11967804,2,2,6.1136327,2
2022-07-04,0.42731825,0.53806615,6,4,0.7941727,6
2022-07-05,0.23480766,0.47885936,28,18,0.4903468,28
2022-07-06,0.23794203,0.55067396,29,13,0.4320916,29
2022-07-07,0.42774555,0.5034559,29,19,0.84961706,29
2022-07-08,0.27443272,0.61242795,20,10,0.4481054,20
2022-07-09,0.72957504,0.1233843,5,5,5.912982,5
2022-07-10,0.565247,0.5368366,3,1,1.0529199,3
2022-07-11,0.26518893,0.55200124,33,21,0.48041278,33
2022-07-12,0.32793906,0.54688674,27,19,0.59964603,27
2022-07-13,0.35090858,0.4677602,25,15,0.7501874,25
2022-07-14,0.16379334,0.7282935,25,7,0.22489987,25
2022-07-15,0.25227615,0.5464419,18,10,0.4616697,18
2022-07-16,0.57082266,0.3990019,5,5,1.4306228,5
2022-07-17,0.7708184,0.1744126,5,5,4.419486,5
2022-07-18,0.27060404,0.49587417,40,28,0.54571,40
2022-07-19,0.19923075,0.5266934,53,21,0.3782663,53
2022-07-20,0.3907795,0.51289874,40,26,0.7619023,40
2022-07-21,0.19592007,0.56815547,31,13,0.3448347,31
2022-07-22,0.41046846,0.45920718,34,24,0.89386135,34
2022-07-23,0.65155715,0.21080041,3,3,3.0908577,3
2022-07-24,0.6405913,0.32719553,16,14,1.9578182,16
2022-07-25,0.30831096,0.42443573,58,44,0.72640026,58
2022-07-26,0.25003773,0.51089793,30,18,0.48940742,30
2022-07-27,0.27648115,0.4644319,33,21,0.59530914,33
2022-07-28,-0.026343968,0.6311781,56,4,-0.041737705,56
2022-07-29,0.0113105,0.64059335,70,0,0.01765626,70
2022-07-30,-0.14620069,0.9961566,2,0,-0.14676462,2
2022-07-31,0.47895917,0.5466949,10,4,0.876098,10
2022-08-01,0.35557964,0.586547,34,18,0.60622424,34
2022-08-02,0.18546908,0.52852744,19,7,0.35091597,19
2022-08-03,0.21197788,0.6446727,26,10,0.32881424,26
2022-08-04,0.5444277,0.35858244,16,16,1.5182734,16
2022-08-05,0.3196335,0.5920075,22,10,0.5399137,22
2022-08-06,0.44169757,0.42319885,11,7,1.0437092,11
2022-08-07,0.021079853,0.6563021,7,-1,0.03211908,7
2022-08-08,0.29300842,0.5698862,20,10,0.5141516,20
2022-08-09,0.33599028,0.485331,38,30,0.69228953,38
2022-08-10,0.10855787,0.7104526,26,4,0.15280078,26
2022-08-11,0.14583807,0.6243944,22,6,0.23356684,22
2022-08-12,0.15319645,0.59020954,33,5,0.25956237,33
2022-08-13,0.8207928,0.00938193,2,2,87.477234,2
2022-08-14,0.70203763,0.3240162,6,6,2.1666677,6
2022-08-15,0.40480262,0.50146747,39,23,0.8072344,39
2022-08-16,0.37913194,0.518174,42,32,0.73166776,42
2022-08-17,0.48385295,0.3852427,28,22,1.2559658,28
2022-08-18,0.55768263,0.32245868,26,24,1.7294647,26
2022-08-19,0.50409096,0.45836446,25,21,1.0997577,25
2022-08-20,0.012765844,0.46004125,6,0,0.027749285,6
2022-08-21,0.5361193,0.309853,10,8,1.7302319,10
2022-08-22,0.35633984,0.40366313,24,16,0.8827632,24
2022-08-23,0.1370025,0.56286937,26,6,0.24339972,26
2022-08-24,0.47331062,0.47529668,40,28,0.99581933,40
2022-08-25,0.096228085,0.60377216,14,2,0.15937787,14
2022-08-26,0.39740002,0.55883944,26,16,0.71111536,26
2022-08-27,0.6182038,0.34478277,6,6,1.7930188,6
2022-08-28,0.4168606,0.42361626,8,4,0.9840501,8
2022-08-29,0.4376897,0.39991418,34,26,1.0944563,34
2022-08-30,0.3798173,0.46801826,17,13,0.81154203,17
2022-08-31,0.27140072,0.48089638,18,10,0.56436306,18
2022-09-01,0.4051782,0.507441,27,23,0.7984719,27
2022-09-02,0.4484499,0.5543267,33,23,0.8089978,33
2022-09-03,0.6590751,0.29717597,8,8,2.2177863,8
2022-09-04,0.47304505,0.42394862,7,7,1.1158048,7
2022-09-05,0.3576644,0.4245099,17,9,0.8425329,17
2022-09-06,0.20142321,0.52883196,32,16,0.38088247,32
2022-09-07,0.38536766,0.54412156,68,36,0.7082369,68
2022-09-08,0.30303088,0.5777644,59,33,0.52448773,59
2022-09-09,0.33038142,0.6195437,39,19,0.5332649,39
2022-09-10,0.46688795,0.5786344,10,8,0.8068776,10
2022-09-11,0.7970872,0.06251365,3,3,12.750407,3
2022-09-12,0.10419371,0.69557774,32,6,0.14979427,32
2022-09-13,0.21435268,0.58983034,36,16,0.3634135,36
2022-09-14,0.40967396,0.43007174,31,25,0.95256895,31
2022-09-15,0.3798676,0.52400553,34,16,0.72492915,34
2022-09-16,0.38481736,0.43949035,24,16,0.8755971,24
2022-09-17,0.78503376,0.087256536,6,6,8.996745,6
2022-09-18,0.82184076,0.052375484,3,3,15.691027,3
2022-09-19,0.5651992,0.37226498,17,15,1.518267,17
2022-09-20,0.27156964,0.5864295,35,15,0.46308923,35
2022-09-21,0.46561512,0.53351045,18,10,0.8727369,18
2022-09-22,0.47073498,0.55322766,30,24,0.8508868,30
2022-09-23,0.47568002,0.43403465,34,28,1.0959469,34
2022-09-25,0.3425697,0.6857663,5,3,0.4995422,5
2022-09-26,0.269841,0.52661765,42,20,0.512403,42
2022-09-27,0.33785596,0.47892377,16,12,0.70544684,16
2022-09-28,0.146239,0.50340384,51,23,0.29049978,51
2022-09-29,0.23688309,0.42069653,37,27,0.5630722,37
2022-09-30,0.28835583,0.5312834,40,22,0.5427523,40
2022-10-01,0.54779226,0.4389617,8,6,1.2479243,8
2022-10-02,0.7459432,0.13558155,4,4,5.501764,4
2022-10-03,0.15142497,0.6288355,21,9,0.24080181,21
2022-10-04,0.23657976,0.558546,37,19,0.42356282,37
2022-10-05,0.35696483,0.59160477,25,13,0.60338295,25
2022-10-06,0.26626292,0.509962,30,18,0.522122,30
2022-10-07,0.21700697,0.5621102,22,14,0.38605702,22
2022-10-08,0.6909037,0.19355239,8,8,3.569577,8
2022-10-09,0.48439303,0.2931726,11,11,1.6522396,11
